0.841471	0.841471
0.873736	0.873736
0.902554	0.902554
0.927809	0.927809
0.949402	0.949402
0.967249	0.967249
0.981278	0.981278
0.991435	0.991435
0.997679	0.997679
0.999986	0.999986
0.998346	0.998346
0.992766	0.992766
0.983268	0.983268
0.969890	0.969890
0.952684	0.952684
0.931718	0.931718
0.907075	0.907075
0.878852	0.878852
0.847161	0.847161
0.812127	0.812127
0.773887	0.773887
0.732593	0.732593
0.688408	0.688408
0.641506	0.641506
0.592073	0.592073
0.540302	0.540302
0.486400	0.486400
0.430578	0.430578
0.373056	0.373056
0.314062	0.314062
0.253829	0.253829
0.192594	0.192594
0.130599	0.130599
0.068089	0.068089
0.005310	0.005310
-0.057490	-0.057490
-0.120064	-0.120064
-0.182163	-0.182163
-0.243544	-0.243544
-0.303963	-0.303963
-0.363183	-0.363183
-0.420969	-0.420969
-0.477094	-0.477094
-0.531336	-0.531336
-0.583481	-0.583481
-0.633324	-0.633324
-0.680667	-0.680667
-0.725324	-0.725324
-0.767118	-0.767118
-0.805885	-0.805885
-0.841471	-0.841471
-0.873736	-0.873736
-0.902554	-0.902554
-0.927809	-0.927809
-0.949402	-0.949402
-0.967249	-0.967249
-0.981278	-0.981278
-0.991435	-0.991435
-0.997679	-0.997679
-0.999986	-0.999986
-0.998346	-0.998346
-0.992766	-0.992766
-0.983268	-0.983268
-0.969890	-0.969890
-0.952684	-0.952684
-0.931718	-0.931718
-0.907075	-0.907075
-0.878852	-0.878852
-0.847161	-0.847161
-0.812127	-0.812127
-0.773887	-0.773887
-0.732593	-0.732593
-0.688408	-0.688408
-0.641506	-0.641506
-0.592073	-0.592073
-0.540302	-0.540302
-0.486400	-0.486400
-0.430578	-0.430578
-0.373056	-0.373056
-0.314062	-0.314062
-0.253829	-0.253829
-0.192594	-0.192594
-0.130599	-0.130599
-0.068089	-0.068089
-0.005310	-0.005310
0.057490	0.057490
0.120064	0.120064
0.182163	0.182163
0.243544	0.243544
0.303963	0.303963
0.363183	0.363183
0.420969	0.420969
0.477094	0.477094
0.531336	0.531336
0.583481	0.583481
0.633324	0.633324
0.680667	0.680667
0.725324	0.725324
0.767118	0.767118
0.805885	0.805885
0.841471	0.841471
