0.000000	0.000000
0.062791	0.125581
0.125333	0.250666
0.187381	0.374763
0.248690	0.497380
0.309017	0.618034
0.368125	0.736249
0.425779	0.851559
0.481754	0.963507
0.535827	1.071654
0.587785	1.175571
0.637424	1.274848
0.684547	1.369094
0.728969	1.457937
0.770513	1.541026
0.809017	1.618034
0.844328	1.688656
0.876307	1.752613
0.904827	1.809654
0.929776	1.859553
0.951057	1.902113
0.968583	1.937166
0.982287	1.964575
0.992115	1.984229
0.998027	1.996053
1.000000	2.000000
0.998027	1.996053
0.992115	1.984229
0.982287	1.964575
0.968583	1.937166
0.951057	1.902113
0.929776	1.859553
0.904827	1.809654
0.876307	1.752613
0.844328	1.688656
0.809017	1.618034
0.770513	1.541026
0.728969	1.457937
0.684547	1.369094
0.637424	1.274848
0.587785	1.175571
0.535827	1.071654
0.481754	0.963507
0.425779	0.851559
0.368125	0.736249
0.309017	0.618034
0.248690	0.497380
0.187381	0.374763
0.125333	0.250666
0.062791	0.125581
0.000000	0.000000
-0.062791	-0.125581
-0.125333	-0.250666
-0.187381	-0.374763
-0.248690	-0.497380
-0.309017	-0.618034
-0.368125	-0.736249
-0.425779	-0.851559
-0.481754	-0.963507
-0.535827	-1.071654
-0.587785	-1.175570
-0.637424	-1.274848
-0.684547	-1.369094
-0.728969	-1.457937
-0.770513	-1.541026
-0.809017	-1.618034
-0.844328	-1.688656
-0.876307	-1.752613
-0.904827	-1.809654
-0.929776	-1.859553
-0.951057	-1.902113
-0.968583	-1.937166
-0.982287	-1.964574
-0.992115	-1.984229
-0.998027	-1.996053
-1.000000	-2.000000
-0.998027	-1.996053
-0.992115	-1.984229
-0.982287	-1.964575
-0.968583	-1.937166
-0.951057	-1.902113
-0.929776	-1.859553
-0.904827	-1.809654
-0.876307	-1.752613
-0.844328	-1.688656
-0.809017	-1.618034
-0.770513	-1.541026
-0.728969	-1.457937
-0.684547	-1.369094
-0.637424	-1.274848
-0.587785	-1.175571
-0.535827	-1.071654
-0.481754	-0.963507
-0.425779	-0.851559
-0.368125	-0.736249
-0.309017	-0.618034
-0.248690	-0.497380
-0.187381	-0.374763
-0.125333	-0.250666
-0.062791	-0.125581
-0.000000	-0.000000
