0.0100	0.0000000000e+00	6.2731693727e+00	1.0000000000e+00	-1.0015934512e-02
0.0200	0.0000000000e+00	6.2631213523e+00	1.0000000000e+00	-2.0063954836e-02
0.0300	0.0000000000e+00	6.2530409880e+00	1.0000000000e+00	-3.0144319177e-02
0.0400	0.0000000000e+00	6.2429280181e+00	1.0000000000e+00	-4.0257289081e-02
0.0500	0.0000000000e+00	6.2327821777e+00	1.0000000000e+00	-5.0403129493e-02
0.0600	0.0000000000e+00	6.2226031984e+00	1.0000000000e+00	-6.0582108821e-02
0.0700	0.0000000000e+00	6.2123908082e+00	1.0000000000e+00	-7.0794498997e-02
0.0800	0.0000000000e+00	6.2021447316e+00	1.0000000000e+00	-8.1040575540e-02
0.0900	0.0000000000e+00	6.1918646896e+00	1.0000000000e+00	-9.1320617623e-02
0.1000	0.0000000000e+00	6.1815503990e+00	1.0000000000e+00	-1.0163490814e-01
0.1100	0.0000000000e+00	6.1712015734e+00	1.0000000000e+00	-1.1198373377e-01
0.1200	0.0000000000e+00	6.1608179221e+00	1.0000000000e+00	-1.2236738506e-01
0.1300	0.0000000000e+00	6.1503991507e+00	1.0000000000e+00	-1.3278615647e-01
0.1400	0.0000000000e+00	6.1399449607e+00	1.0000000000e+00	-1.4324034648e-01
0.1500	0.0000000000e+00	6.1294550495e+00	1.0000000000e+00	-1.5373025766e-01
0.1600	0.0000000000e+00	6.1189291105e+00	1.0000000000e+00	-1.6425619670e-01
0.1700	0.0000000000e+00	6.1083668326e+00	1.0000000000e+00	-1.7481847456e-01
0.1800	0.0000000000e+00	6.0977679007e+00	1.0000000000e+00	-1.8541740649e-01
0.1900	0.0000000000e+00	6.0871319950e+00	1.0000000000e+00	-1.9605331217e-01
0.2000	0.0000000000e+00	6.0764587914e+00	1.0000000000e+00	-2.0672651574e-01
0.2100	0.0000000000e+00	6.0657479613e+00	1.0000000000e+00	-2.1743734591e-01
0.2200	0.0000000000e+00	6.0549991711e+00	1.0000000000e+00	-2.2818613606e-01
0.2300	0.0000000000e+00	6.0442120829e+00	1.0000000000e+00	-2.3897322432e-01
0.2400	0.0000000000e+00	6.0333863535e+00	1.0000000000e+00	-2.4979895367e-01
0.2500	0.0000000000e+00	6.0225216352e+00	1.0000000000e+00	-2.6066367201e-01
0.2600	0.0000000000e+00	6.0116175749e+00	1.0000000000e+00	-2.7156773230e-01
0.2700	0.0000000000e+00	6.0006738145e+00	1.0000000000e+00	-2.8251149264e-01
0.2800	0.0000000000e+00	5.9896899908e+00	1.0000000000e+00	-2.9349531635e-01
0.2900	0.0000000000e+00	5.9786657350e+00	1.0000000000e+00	-3.0451957213e-01
0.3000	0.0000000000e+00	5.9676006731e+00	1.0000000000e+00	-3.1558463413e-01
0.3100	0.0000000000e+00	5.9564944251e+00	1.0000000000e+00	-3.2669088205e-01
0.3200	0.0000000000e+00	5.9453466059e+00	1.0000000000e+00	-3.3783870130e-01
0.3300	0.0000000000e+00	5.9341568241e+00	1.0000000000e+00	-3.4902848308e-01
0.3400	0.0000000000e+00	5.9229246827e+00	1.0000000000e+00	-3.6026062453e-01
0.3500	0.0000000000e+00	5.9116497784e+00	1.0000000000e+00	-3.7153552881e-01
0.3600	0.0000000000e+00	5.9003317019e+00	1.0000000000e+00	-3.8285360527e-01
0.3700	0.0000000000e+00	5.8889700376e+00	1.0000000000e+00	-3.9421526958e-01
0.3800	0.0000000000e+00	5.8775643634e+00	1.0000000000e+00	-4.0562094382e-01
0.3900	0.0000000000e+00	5.8661142505e+00	1.0000000000e+00	-4.1707105668e-01
0.4000	0.0000000000e+00	5.8546192636e+00	1.0000000000e+00	-4.2856604354e-01
0.4100	0.0000000000e+00	5.8430789605e+00	1.0000000000e+00	-4.4010634667e-01
0.4200	0.0000000000e+00	5.8314928918e+00	1.0000000000e+00	-4.5169241534e-01
0.4300	0.0000000000e+00	5.8198606012e+00	1.0000000000e+00	-4.6332470599e-01
0.4400	0.0000000000e+00	5.8081816248e+00	1.0000000000e+00	-4.7500368241e-01
0.4500	0.0000000000e+00	5.7964554913e+00	1.0000000000e+00	-4.8672981584e-01
0.4600	0.0000000000e+00	5.7846817220e+00	1.0000000000e+00	-4.9850358522e-01
0.4700	0.0000000000e+00	5.7728598299e+00	1.0000000000e+00	-5.1032547728e-01
0.4800	0.0000000000e+00	5.7609893204e+00	1.0000000000e+00	-5.2219598680e-01
0.4900	0.0000000000e+00	5.7490696905e+00	1.0000000000e+00	-5.3411561671e-01
0.5000	0.0000000000e+00	5.7371004288e+00	1.0000000000e+00	-5.4608487834e-01
0.5100	0.0000000000e+00	5.7250810156e+00	1.0000000000e+00	-5.5810429158e-01
0.5200	0.0000000000e+00	5.7130109221e+00	1.0000000000e+00	-5.7017438509e-01
0.5300	0.0000000000e+00	5.7008896107e+00	1.0000000000e+00	-5.8229569650e-01
0.5400	0.0000000000e+00	5.6887165345e+00	1.0000000000e+00	-5.9446877264e-01
0.5500	0.0000000000e+00	5.6764911375e+00	1.0000000000e+00	-6.0669416972e-01
0.5600	0.0000000000e+00	5.6642128536e+00	1.0000000000e+00	-6.1897245358e-01
0.5700	0.0000000000e+00	5.6518811072e+00	1.0000000000e+00	-6.3130419993e-01
0.5800	0.0000000000e+00	5.6394953126e+00	1.0000000000e+00	-6.4368999455e-01
0.5900	0.0000000000e+00	5.6270548736e+00	1.0000000000e+00	-6.5613043358e-01
0.6000	0.0000000000e+00	5.6145591835e+00	1.0000000000e+00	-6.6862612373e-01
0.6100	0.0000000000e+00	5.6020076246e+00	1.0000000000e+00	-6.8117768257e-01
0.6200	0.0000000000e+00	5.5893995684e+00	1.0000000000e+00	-6.9378573879e-01
0.6300	0.0000000000e+00	5.5767343747e+00	1.0000000000e+00	-7.0645093248e-01
0.6400	0.0000000000e+00	5.5640113918e+00	1.0000000000e+00	-7.1917391539e-01
0.6500	0.0000000000e+00	5.5512299559e+00	1.0000000000e+00	-7.3195535129e-01
0.6600	0.0000000000e+00	5.5383893910e+00	1.0000000000e+00	-7.4479591618e-01
0.6700	0.0000000000e+00	5.5254890085e+00	1.0000000000e+00	-7.5769629870e-01
0.6800	0.0000000000e+00	5.5125281068e+00	1.0000000000e+00	-7.7065720039e-01
0.6900	0.0000000000e+00	5.4995059711e+00	1.0000000000e+00	-7.8367933605e-01
0.7000	0.0000000000e+00	5.4864218731e+00	1.0000000000e+00	-7.9676343409e-01
